109,"Luke Bryan - O Holy Night (Audio)",0
110,"Niall Horan - Too Much To Ask (Acoustic)",0
111,"Empire Of The Sun - Way To Go",0
112,"NF - Let You Down",0
113,"Google Pixelbook: $1000 of Weird!",1
114,"Bastille - World Gone Mad (from Bright: The Album) [Official Music Video]",0
115,"SECRETS REVEALED! HOW I LAY MY LACE WIGS! | AALIYAHJAY",1
116,"Typical audience reaction to a bass solo...",0
117,"Meryl Streep Meets Anna Wintour at Vogue",0
119,"Russian Bots and Trolls | November 8, 2017 Act 2 | Full Frontal on TBS",0
120,"The Ultimate Red Lip Look | Nicole Guerriero",1
121,"Sean Astin Knew Nothing About 'Lord Of The Rings' Once Upon A Time",0
122,"Mean Tweets – Country Music Edition #3",0
123,"Could Anastasia Become A Disney Princess?",1
124,"Sia - Snowman",0
125,"Tesla's biggest problem is one nobody saw coming",1
126,"2CELLOS - Cinema Paradiso [OFFICIAL VIDEO]",0
127,"Sam Smith - The Thrill of It All ALBUM REVIEW",0
128,"Birthdays - Simon's Cat | GUIDE TO",0
129,"Andy Grammer - The Good Parts (Official Audio)",0
130,"Remy Ma - Wake Me Up (Audio) ft. Lil' Kim",0
131,"L.A. Noire - Nintendo Switch Trailer",0
132,"Everything I Wore This Week! Outfit Diary 1",0
133,"President Bill Clinton On Dictators, Democracy, & Why We Need Immigrants More Than Ever",0
134,"Pitbull, Stereotypes - Jungle (Lyric Video) ft. E-40, Abraham Mateo",0
135,"A Day in The Life of David Letterman",0
136,"Alicia Keys - When You Were Gone",0
137,"Elbow - Golden Slumbers (John Lewis Advert 2017)",0
138,"MDNA SKIN: Express Yourself",0
139,"Live in the now!",0
140,"Sigrid - Strangers (Lyric Video)",0
141,"MØ - When I Was Young (Official Video)",0
142,"The Script - Arms Open (Acoustic) [Audio]",0
143,"Three meals that cost me $1.50 each",1
145,"Where is TOKYO'S GREATEST View?",1
146,"Dropping And CATCHING A Paper Airplane At 2,000 Feet!",1
147,"Improvising in the style of different classical composers | Practice Notes 34",0
148,"Thirty Seconds To Mars - Walk On Water (Official Music Video)",0
149,"Harry Styles - Kiwi",0
150,"I Miss the Old Taylor",0
151,"Keith Urban - Female (Official Audio)",0
152,"Maroon 5 - What Lovers Do (Live On The Ellen DeGeneres Show/2017)",0
153,"Harry Styles canta Sign Of The Times a X Factor Italia - Live Show 3",0
154,"I Picked My Girlfriend's Outfit Blindfolded",1
155,"The Oak Beams of New College, Oxford",0
156,"THE MOMENTS BETWEEN THE MONTAGE | Chris & Jack",0
157,"What Are Diminutives – and Why We Like Them",0
158,"KUWTK | Scott Gets Upset Over Being Uninvited to Khloe K.'s Party | E!",0
159,"Chapter 28: I Love My Baby But, I Miss My Dad",0
160,"Huffy Metaloid Bicycle Commercial 1997",0
161,"O.T. Genasis Talks About His Come Up, Opens Up About His Son's Autism  + More",0
162,"Enter Shikari - The Sights (Official Video)",0
163,"Caterham Chris Hoy 60 Second Donut Challenge",1
164,"Last Friday Night - Katy Perry ('40s Jazz Vibes Style Cover) ft. Olivia Kuper Harris",0
165,"P!nk - Barbies (Audio)",0
167,"A Tropical Island with 500 CATS!",1
168,"Fire breathing full twist backflips in one minute - Guinness World Records Day",0
170,"Train - Have Yourself a Merry Little Christmas",0
171,"FACE SURGERY WITH MAKEUP",1
172,"BEAUTY GURU GETS A MAKEOVER... FINALE",1
173,"James Harden Triple-Double 2017.11.09 vs Cavs - 35 Pts, 13 Asts, 11 Rebs, 5 Stls, 2 GOOD!",0
174,"Could an Earthquake Destroy USA - Biggest Earthquakes Ever",1
175,"Sphaera - demonstrating interaction",0
176,"GoPro Gets Melted by Lava and Survives",0
177,"Dog reunites with her family",0
178,"Brian Justin Crum - Wild Side",0
179,"Chocolate Orange Autumn Cupcakes | Cupcake Jemma",0
180,"I love the Price is Right! Wooo! -Kevin",0
181,"Katy Perry - Swish Swish (Behind the Scenes with Just Dance)",0
182,"I'm With Her - See You Around [Official Audio]",0
183,"My Every Day Autumn Makeup | Zoella",0
184,"Pitcher Roy Halladay Dies After Crashing ICON A5 Plane He Promoted in October (File)",0
186,"Girlfriend Gives Me A Surprise Makeover!? | Hannah Hart",1
187,"Obama arrives for jury duty at Daley Center",0
188,"Phillip Phillips - Magnetic (Audio)",0
189,"TOTAL FAIL! NATASHA DENONA HOLIDAY WTF",1
190,"Ozuna - Música Sin Fronteras (A YouTube Documentary)",0
191,"BOYFRIEND DOES MY MAKEUP | Madelaine Petsch",0
193,"Stephen A. Smith slams the Philadelphia 76ers for its 'Trust The Process' | First Take | ESPN",0
194,"STEPH CURRY and OMRI CASSPI, postgame GSW (9-3) vs MIN: peaking?, turnovers, Casspi role",0
195,"World's first self-driving shuttle crashes on first day of use",0
196,"How To Do Thanksgiving Makeup That Has Nothing To Do With The 566 Federally Recognized Tribes",0
197,"Inside Keanu Reeves' Custom Motorcycle Shop | WIRED",0
198,"Kids Describe America to Koji the Illustrator",0
199,"Impossible Active Audio Noise Cancelling by Muzo",1
200,"Brent Pella - Why You Shouldn't Fly on Spirit Airlines",0
201,"Cards Against Humanity Saves America",0
202,"Slow Mo Katana Sword - 4K - The Slow Mo Guys",0
203,"Selling My iPhone X To a Machine at Walmart",1
204,"How I Trained My Cats",0
205,"Ten-Year-Old's Face Unlocks Face ID on His Mom's iPhone X",0
206,"Jimmy Fallon Pays Tribute to His Mother Gloria",0
207,"Lie Detector | Anwar Jibawi",0
208,"Mean Tweets – Jimmy Kimmel Edition",0
209,"The New SpotMini",0
210,"Honest Trailers - Batman Forever",0
211,"Jason Momoa Shows Off His Aquaman Quindent | The Graham Norton Show",0
212,"Watch live: Sessions testifies to the House Judiciary Committee",0
213,"Spilling Tea About Each Other!!",1
214,"Is the Morphe 3502 Palette Worth the Hype? | Jackie Aina",0
215,"American Crime Story Season 2: The Assassination of Gianni Versace Trailer (HD)",0
216,"The Making of a Song: “Delicate” – watch more on Taylor Swift NOW",0
218,"venting online about a hard part in a video game",0
219,"10 LIFE HACKS YOU NEED TO KNOW with TEENS (REACT)",1
220,"Stephen A. Smith: Jay Cutler is a 'disease' | First Take | ESPN",0
222,"Taylor Swift - Reputation ALBUM REVIEW",0
223,"2 Weeks with iPhone X",1
226,"DISNEY SENT MICKEY MOUSE TO MY HOUSE!",1
227,"Making Sandals with Zip-Ties and a Laser",0
228,"Does Gwen Stefani Know If Blake Shelton Is People's Sexiest Man Alive? | Access Hollywood",0
231,"Nickelback Lyrics: Real or Fake?",1
232,"How does your body know you're full? - Hilary Coller",0
233,"funfetti is extremely fun",0
234,"Marshmello - Blocks (Official Music Video)",0
235,"A Study of So Bad It's Good Movies",0
236,"Lindsey and​ Mark’s - Iconic Dance - Dancing with the Stars",0
237,"How Can You Control Your Dreams?",1
238,"Racist Superman | Rudy Mancuso, King Bach & Lele Pons",0
239,"Colin Farrell Dishes on Rendezvous with Girlfriend",0
240,"Amazon CEO Jeff Bezos and brother Mark give a rare interview about growing up and secrets to success",1
241,"Taylor Swift Instagram Story - Target 11/14/17",0
242,"Why the rise of the robots won’t mean the end of work",1
243,"Using Other People's Showers",0
244,"Willie Reed and Joel Embiid Fight！Embiid saying HE CANT FUCKIN GUARD ME!",0
245,"Nickelback - The Betrayal Act III [Official Video]",0
246,"100 People Hold Their Breath for as Long as They Can",0
248,"EARL GREY MACARONS- The Scran Line",0
248,"Review of the ION Bottleless Water Cooler",0
249,"Joel Embiid on win over Clippers, scuffle with Willie Reed and using social media | NBA on ESPN",0.0
250,"Dead Beat Sirah ft. Skrillex (official video)",0.0
251,"Rick and Morty: Why Morty Matters",0.0
252,"'Lightning Strike' B777-300 on departure @ KL743 // PH-BVS",0.0
253,"Casey Neistat made a video about me",0.0
254,"HOL HD: Mike Riley Monday Press Conference",0.0
255,"HUGE BEAUTY FAVOURITES! AUTUMN LOVES!",0.0
257,"Canada Soccer's Women's National Team v USA International Friendly LIVE from Avaya Stadium, San Jose",0.0
258,"WATCH: Sen. Mitch McConnell on tax reform",0.0
259,"All of Jim's Best Pranks  - The Office US",0.0
260,"'Lord of the Rings' TV Series Gets Multi-Season Order At Amazon | News Flash | Entertainment Weekly",0.0
261,"Camila Cabello, Daddy Yankee - Havana (Remix - Audio)",0.0
262,"Bill Gates bought land in Arizona to build tech city",0.0
263,"How Bkav tricked iPhone X's Face ID with a mask",0.0
264,"Baby loves Jeopardy!",0.0
265,"dapulse is now monday.com. And there's a good reason why.",0.0
266,"5 Strange Things That Happened to Stranger Things’ Joe Keery on His GQ Photo Shoot",0.0
267,"Roy Halladay Plane Crash Video, Witnesses Say He Was Showboating | TMZ Sports",0.0
268,"World's First Engagement Ring Phone Case",0.0
269,"Deadpool’s “Wet on Wet” Teaser",0.0
270,"Pumpkin Pie - You Suck at Cooking (episode 68)",0.0
271,"FLIPPING OVER SUPERCAR! *GONE VERY WRONG*",0.0
272,"P!nk Carpool Karaoke",0.0
273,"Our First Date",0.0
274,"Justice League - Movie Review",0.0
275,"The all-American fruit you've probably never heard of",0.0
